万得代码,交易所代码,自然日,时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号
688001.SH,688001,20220812,93707500,336514,,,S,369900,700,689778,634749
688001.SH,688001,20220812,93708210,336870,,,S,369900,499,690291,634749
688001.SH,688001,20220812,93708210,336871,,,S,369900,1,690291,649780
688001.SH,688001,20220812,93708430,337001,,,S,369900,299,690491,649780
688001.SH,688001,20220812,93708510,337058,,,S,369800,213,690547,628544
688001.SH,688001,20220812,93708970,337299,,,B,369900,300,690491,690977
688001.SH,688001,20220812,93712230,339340,,,S,369200,200,694347,619608
688001.SH,688001,20220812,93717160,342231,,,S,369200,100,699307,619608
688001.SH,688001,20220812,93717260,342255,,,S,369100,287,699370,678035
688001.SH,688001,20220812,93717340,342310,,,S,369100,963,699451,678035
688001.SH,688001,20220812,93717440,342338,,,S,368900,703,699525,618642
688001.SH,688001,20220812,93717440,342339,,,S,368900,200,699525,620437
688001.SH,688001,20220812,93717440,342340,,,S,368900,97,699525,637348
688001.SH,688001,20220812,93717520,342376,,,B,369100,287,699451,699597
688001.SH,688001,20220812,93717520,342377,,,B,369200,452,699307,699597
688001.SH,688001,20220812,93717600,342391,,,B,369200,624,699307,699640
688001.SH,688001,20220812,93717920,342734,,,S,368900,1200,699968,637348
688001.SH,688001,20220812,93718360,343129,,,S,368900,200,700608,637348
688001.SH,688001,20220812,93718420,343159,,,S,368900,200,700667,637348
688001.SH,688001,20220812,93719010,343430,,,S,368900,200,701098,637348
688001.SH,688001,20220812,93719480,343607,,,S,368900,765,701449,637348
688001.SH,688001,20220812,93719800,343741,,,S,368900,472,701723,637348
688001.SH,688001,20220812,93720030,343839,,,S,368900,1866,701885,637348
688001.SH,688001,20220812,93720400,344009,,,S,368800,2200,702151,613732
688001.SH,688001,20220812,93720400,344010,,,S,368800,200,702152,613732
688001.SH,688001,20220812,93720400,344011,,,S,368800,1600,702153,613732
688001.SH,688001,20220812,93720430,344014,,,S,368800,2100,702165,613732
688001.SH,688001,20220812,93720470,344034,,,S,368800,683,702202,613732
688001.SH,688001,20220812,93720470,344035,,,S,368800,400,702203,613732
688001.SH,688001,20220812,93720510,344073,,,S,368800,600,702240,613732
688001.SH,688001,20220812,93720510,344074,,,S,368800,200,702241,613732
688001.SH,688001,20220812,93720510,344075,,,S,368800,1200,702243,613732
688001.SH,688001,20220812,93720510,344076,,,S,368800,200,702245,613732
688001.SH,688001,20220812,93720520,344084,,,S,368800,600,702262,613732
688001.SH,688001,20220812,93720570,344109,,,S,368800,400,702295,613732
688001.SH,688001,20220812,93720640,344134,,,S,368800,1617,702336,613732
688001.SH,688001,20220812,93720640,344135,,,S,368800,200,702336,619833
688001.SH,688001,20220812,93720640,344136,,,S,368800,698,702336,621249
688001.SH,688001,20220812,93722500,345164,,,B,368800,600,702541,704174
688001.SH,688001,20220812,93722500,345165,,,B,368800,54,702543,704174
688001.SH,688001,20220812,93722610,345191,,,B,368800,246,702543,704246
688001.SH,688001,20220812,93722610,345192,,,B,368800,352,703485,704246
688001.SH,688001,20220812,93722750,345238,,,S,368600,389,704368,552514
688001.SH,688001,20220812,93722750,345239,,,S,368600,200,704369,552514
688001.SH,688001,20220812,93723130,345387,,,S,368600,306,704664,552514
688001.SH,688001,20220812,93723130,345388,,,S,368600,200,704664,570415
688001.SH,688001,20220812,93723130,345389,,,S,368600,500,704664,611522
688001.SH,688001,20220812,93723130,345390,,,S,368600,1000,704664,641164
688001.SH,688001,20220812,93723130,345391,,,S,368500,200,704664,545789
688001.SH,688001,20220812,93723130,345392,,,S,368300,300,704664,560474
688001.SH,688001,20220812,93723130,345393,,,S,368300,200,704664,620980
688001.SH,688001,20220812,93723130,345394,,,S,368200,300,704664,487783
688001.SH,688001,20220812,93723130,345395,,,S,368200,200,704664,549968
688001.SH,688001,20220812,93723130,345396,,,S,368100,200,704664,469202
688001.SH,688001,20220812,93723130,345397,,,S,368100,300,704664,521908
688001.SH,688001,20220812,93723130,345398,,,S,368000,1294,704664,139061
688001.SH,688001,20220812,93725060,346475,,,S,368000,568,706471,139061
688001.SH,688001,20220812,93725060,346476,,,S,368000,1949,706471,511318
688001.SH,688001,20220812,93726460,346996,,,S,367900,200,707569,635454
688001.SH,688001,20220812,93727640,347518,,,B,367700,500,708508,708693
688001.SH,688001,20220812,93727640,347519,,,B,367700,800,708510,708693
688001.SH,688001,20220812,93727640,347520,,,B,367800,93,707569,708693
688001.SH,688001,20220812,93727640,347521,,,B,367800,358,707654,708693
688001.SH,688001,20220812,93727640,347522,,,B,368000,30,707786,708693
688001.SH,688001,20220812,93727640,347523,,,B,368000,170,707786,708694
688001.SH,688001,20220812,93727640,347524,,,B,368600,300,704670,708694
688001.SH,688001,20220812,93727640,347525,,,B,368600,300,704673,708694
688001.SH,688001,20220812,93727640,347526,,,B,368600,700,705153,708694
688001.SH,688001,20220812,93728050,347754,,,B,367500,226,708826,709046
688001.SH,688001,20220812,93728050,347755,,,B,368600,603,705153,709046
688001.SH,688001,20220812,93728050,347756,,,B,368800,1248,703485,709046
688001.SH,688001,20220812,93728160,347827,,,B,368800,500,703485,709137
688001.SH,688001,20220812,93728790,348142,,,B,368800,2039,703485,709704
688001.SH,688001,20220812,93730720,349278,,,S,368100,213,711724,710193
688001.SH,688001,20220812,93730720,349279,,,S,368100,277,711724,710199
688001.SH,688001,20220812,93730720,349280,,,S,368000,1000,711724,709760
688001.SH,688001,20220812,93732170,349870,,,S,367100,200,712994,114223
688001.SH,688001,20220812,93732170,349871,,,S,367000,200,712994,47570
688001.SH,688001,20220812,93732460,349983,,,B,367700,200,711724,713208
688001.SH,688001,20220812,93732520,350003,,,B,367700,2764,711724,713256
688001.SH,688001,20220812,93733090,350298,,,B,367700,721,711724,713753
688001.SH,688001,20220812,93734390,351470,,,B,367700,300,711724,715297
688001.SH,688001,20220812,93737090,352802,,,B,367700,500,711724,717688
688001.SH,688001,20220812,93737570,352995,,,B,367700,1447,711724,718110
688001.SH,688001,20220812,93737750,353127,,,B,367700,300,711724,718244
688001.SH,688001,20220812,93737760,353128,,,B,367700,200,711724,718250
688001.SH,688001,20220812,93737760,353139,,,B,367700,200,711724,718265
688001.SH,688001,20220812,93737790,353151,,,B,367700,200,711724,718293
688001.SH,688001,20220812,93737800,353156,,,B,367700,1320,711724,718307
688001.SH,688001,20220812,93738000,353266,,,B,367700,200,711724,718458
688001.SH,688001,20220812,93738000,353267,,,B,367700,200,711724,718460
688001.SH,688001,20220812,93738020,353275,,,B,367700,400,711724,718480
688001.SH,688001,20220812,93738040,353302,,,B,367700,200,711724,718506
688001.SH,688001,20220812,93738100,353350,,,B,367700,200,711724,718546
688001.SH,688001,20220812,93738160,353370,,,B,367700,200,711724,718607
688001.SH,688001,20220812,93738570,353625,,,B,367700,200,711724,718988
688001.SH,688001,20220812,93739440,354148,,,B,367700,200,711724,720020
688001.SH,688001,20220812,93739920,354339,,,B,367700,200,711724,720427
688001.SH,688001,20220812,93739950,354345,,,B,367700,200,711724,720442
688001.SH,688001,20220812,93739950,354346,,,S,367200,200,720445,718553
688001.SH,688001,20220812,93739950,354347,,,S,367200,300,720445,718554
688001.SH,688001,20220812,93739950,354348,,,S,367200,200,720445,718556
688001.SH,688001,20220812,93739950,354349,,,S,367100,500,720445,715654
688001.SH,688001,20220812,93739950,354350,,,S,367100,400,720445,715930
688001.SH,688001,20220812,93739950,354351,,,S,367100,200,720445,718702
688001.SH,688001,20220812,93739950,354352,,,S,367000,500,720445,454007
688001.SH,688001,20220812,93739950,354353,,,S,367000,600,720445,622232
688001.SH,688001,20220812,93739950,354354,,,S,366800,1000,720445,455812
688001.SH,688001,20220812,93739950,354355,,,S,366300,200,720445,247096
688001.SH,688001,20220812,93739950,354356,,,S,366300,200,720445,450984
688001.SH,688001,20220812,93739950,354357,,,S,366300,200,720445,515347
688001.SH,688001,20220812,93740950,354922,,,B,367700,400,711724,721200
688001.SH,688001,20220812,93741900,355407,,,B,367700,200,711724,721935
688001.SH,688001,20220812,93746030,358010,,,S,367200,548,725744,722928
688001.SH,688001,20220812,93746750,358280,,,B,367200,700,725744,726310
688001.SH,688001,20220812,93746790,358291,,,B,367200,300,725744,726335
688001.SH,688001,20220812,93747540,358640,,,B,367200,384,725744,726926
688001.SH,688001,20220812,93747660,358696,,,B,367200,995,725744,727011
688001.SH,688001,20220812,93747760,358733,,,B,367200,252,725744,727081
688001.SH,688001,20220812,93747970,358844,,,B,367200,500,725744,727252
688001.SH,688001,20220812,93748050,358893,,,B,367200,3321,725744,727335
688001.SH,688001,20220812,93748140,358971,,,B,367700,858,711724,727475
688001.SH,688001,20220812,93748140,358972,,,B,367700,137,712995,727475
688001.SH,688001,20220812,93752480,361264,,,B,367700,63,712995,731339
688001.SH,688001,20220812,93752550,361302,,,B,369100,200,710394,731405
688001.SH,688001,20220812,93752550,361303,,,B,369200,1052,699307,731405
688001.SH,688001,20220812,93752770,361586,,,B,369200,772,699307,731585
688001.SH,688001,20220812,93753000,361720,,,S,369200,200,731788,731585
688001.SH,688001,20220812,93753010,361723,,,S,369200,200,731796,731585
688001.SH,688001,20220812,93753030,361763,,,S,369200,80,731842,731585
688001.SH,688001,20220812,93757540,364116,,,B,369100,200,732410,735656
688001.SH,688001,20220812,93757540,364117,,,B,369100,1052,732435,735656
688001.SH,688001,20220812,93801900,366410,,,S,367800,200,739665,738590
688001.SH,688001,20220812,93802450,366661,,,S,367800,13,740061,738590
688001.SH,688001,20220812,93802450,366662,,,S,367700,137,740061,731339
688001.SH,688001,20220812,93802450,366663,,,S,367700,200,740061,734876
688001.SH,688001,20220812,93802450,366664,,,S,367700,50,740061,737966
688001.SH,688001,20220812,93802590,366718,,,B,369000,778,738920,740175
688001.SH,688001,20220812,93806070,369192,,,B,369000,1000,738920,744073
688001.SH,688001,20220812,93809650,373099,,,S,368200,791,748828,745086
688001.SH,688001,20220812,93809650,373100,,,S,368200,300,748828,745893
688001.SH,688001,20220812,93809650,373101,,,S,368200,623,748828,745894
688001.SH,688001,20220812,93809650,373102,,,S,367800,277,748828,742604
688001.SH,688001,20220812,93809650,373103,,,S,367800,1000,748828,746831
688001.SH,688001,20220812,93809650,373104,,,S,367700,350,748828,737966
688001.SH,688001,20220812,93809650,373105,,,S,367700,700,748828,747850
688001.SH,688001,20220812,93809650,373106,,,S,367300,900,748828,742265
688001.SH,688001,20220812,93809650,373107,,,S,367300,59,748828,744326
688001.SH,688001,20220812,93813000,376292,,,B,369000,690,738920,752514
688001.SH,688001,20220812,93817600,379664,,,B,368400,1200,755058,757009
688001.SH,688001,20220812,93817600,379665,,,B,369000,87,738920,757009
688001.SH,688001,20220812,93818640,380336,,,S,368100,200,758101,756374
688001.SH,688001,20220812,93818770,380400,,,S,368100,104,758212,756374
688001.SH,688001,20220812,93822170,382296,,,B,367600,200,760874,761423
688001.SH,688001,20220812,93822900,382631,,,B,368100,96,758212,762015
688001.SH,688001,20220812,93824600,383490,,,S,368400,200,763531,762015
688001.SH,688001,20220812,93824610,383495,,,S,368400,300,763541,762015
688001.SH,688001,20220812,93824740,383525,,,S,368400,27,763641,762015
688001.SH,688001,20220812,93827210,385157,,,S,368000,1000,765775,765243
688001.SH,688001,20220812,93827210,385158,,,S,367600,200,765775,761857
688001.SH,688001,20220812,93827210,385159,,,S,367500,200,765775,760806
688001.SH,688001,20220812,93827210,385160,,,S,367500,300,765775,763294
688001.SH,688001,20220812,93827210,385161,,,S,367400,234,765775,763771
688001.SH,688001,20220812,93827210,385162,,,S,367300,681,765775,744326
688001.SH,688001,20220812,93827210,385163,,,S,367300,300,765775,758080
688001.SH,688001,20220812,93827210,385164,,,S,367100,792,765775,721593
688001.SH,688001,20220812,93827210,385165,,,S,367100,1000,765775,726216
688001.SH,688001,20220812,93827210,385166,,,S,367100,293,765775,757160
688001.SH,688001,20220812,93830690,387001,,,S,368100,200,768808,768480
688001.SH,688001,20220812,93832790,388109,,,B,368100,200,768809,770517
688001.SH,688001,20220812,93832790,388110,,,B,368400,173,763641,770517
688001.SH,688001,20220812,93832790,388111,,,B,368400,200,763754,770517
688001.SH,688001,20220812,93832790,388112,,,B,368400,25,767070,770517
688001.SH,688001,20220812,93832790,388113,,,B,368400,212,767070,770518
688001.SH,688001,20220812,93832790,388114,,,B,368900,200,763366,770518
688001.SH,688001,20220812,93832790,388115,,,B,368900,188,763376,770518
688001.SH,688001,20220812,93833430,388622,,,B,368800,200,771238,771308
688001.SH,688001,20220812,93833430,388623,,,B,368900,112,763376,771308
688001.SH,688001,20220812,93833430,388624,,,B,368900,200,763377,771308
688001.SH,688001,20220812,93833430,388625,,,B,369000,146,738920,771308
688001.SH,688001,20220812,93835430,389482,,,S,367500,800,772719,767718
688001.SH,688001,20220812,93835560,389551,,,S,367500,500,772827,767718
688001.SH,688001,20220812,93842650,392772,,,B,369000,679,738920,778417
688001.SH,688001,20220812,93846050,394248,,,S,368100,300,781081,773442
688001.SH,688001,20220812,93851470,396852,,,B,368100,200,781081,785234
688001.SH,688001,20220812,93852650,397357,,,S,367600,200,786153,781269
688001.SH,688001,20220812,93852650,397358,,,S,367600,249,786153,781270
688001.SH,688001,20220812,93852650,397359,,,S,367500,700,786153,767718
688001.SH,688001,20220812,93852650,397360,,,S,367300,500,786153,781631
688001.SH,688001,20220812,93852650,397361,,,S,367200,1500,786153,776989
688001.SH,688001,20220812,93852650,397362,,,S,367100,207,786153,757160
688001.SH,688001,20220812,93852650,397363,,,S,367100,200,786153,774634
688001.SH,688001,20220812,93852650,397364,,,S,367100,200,786153,776641
688001.SH,688001,20220812,93852650,397365,,,S,367100,200,786153,781825
688001.SH,688001,20220812,93852650,397366,,,S,367000,1000,786153,736057
688001.SH,688001,20220812,93852750,397395,,,B,367000,200,786153,786208
688001.SH,688001,20220812,93854180,398126,,,B,367000,500,786153,787291
688001.SH,688001,20220812,93856690,399319,,,B,367000,1350,786153,789278
688001.SH,688001,20220812,93857240,399543,,,B,367000,200,786153,789788
688001.SH,688001,20220812,93857290,399564,,,B,367000,200,786153,789833
688001.SH,688001,20220812,93857440,399667,,,B,367000,200,786153,789945
688001.SH,688001,20220812,93857960,399959,,,B,367000,599,786153,790350
688001.SH,688001,20220812,93858100,399994,,,B,367000,200,786153,790438
688001.SH,688001,20220812,93858430,400134,,,B,367000,447,786153,790680
688001.SH,688001,20220812,93859300,400575,,,S,366900,200,791383,776992
688001.SH,688001,20220812,93902380,402167,,,B,367000,500,786153,794131
688001.SH,688001,20220812,93902780,402394,,,B,367000,648,786153,794520
688001.SH,688001,20220812,93903270,402770,,,S,367100,400,795240,794521
688001.SH,688001,20220812,93907720,406311,,,B,368100,606,781081,799935
688001.SH,688001,20220812,93909410,407465,,,B,368100,400,781081,801596
688001.SH,688001,20220812,93912320,408850,,,B,368100,400,781081,804170
688001.SH,688001,20220812,93914370,409797,,,B,368100,286,781081,805878
688001.SH,688001,20220812,93914670,409933,,,B,369000,1000,738920,806118
688001.SH,688001,20220812,93918000,411726,,,S,368100,300,808811,805878
688001.SH,688001,20220812,93918000,411730,,,B,369000,611,738920,808816
688001.SH,688001,20220812,93918290,412012,,,B,369000,734,738920,809151
688001.SH,688001,20220812,93922210,413714,,,S,368300,400,812358,811315
688001.SH,688001,20220812,93922210,413715,,,S,368200,600,812358,811113
688001.SH,688001,20220812,93922210,413716,,,S,368100,101,812358,805878
688001.SH,688001,20220812,93922210,413717,,,S,368100,200,812358,807053
688001.SH,688001,20220812,93922210,413718,,,S,368100,400,812358,807060
688001.SH,688001,20220812,93922210,413719,,,S,368100,400,812358,809330
688001.SH,688001,20220812,93922710,413926,,,B,368100,672,812358,812722
688001.SH,688001,20220812,93927030,415872,,,B,368100,420,812358,816143
688001.SH,688001,20220812,93927180,415970,,,B,368100,400,812358,816306
688001.SH,688001,20220812,93927180,415978,,,B,368100,600,812358,816314
688001.SH,688001,20220812,93927190,415981,,,B,368100,400,812358,816321
688001.SH,688001,20220812,93927220,415999,,,B,368100,200,812358,816345
